timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
8089,-655,2143,9293,187,63,-1448,03/03/2022 11:26:45
8090,741,2249,9279,131,-204,-1410,03/03/2022 11:26:45
8091,2713,1459,9978,443,-11,-1295,03/03/2022 11:26:45
8092,4302,1708,11423,326,5,-1035,03/03/2022 11:26:45
8093,4666,1172,12083,271,-95,-623,03/03/2022 11:26:45
8094,5417,1966,12390,-160,-56,-25,03/03/2022 11:26:45
8095,4445,1263,11743,-153,-67,339,03/03/2022 11:26:45
8096,3436,1182,10581,-420,-68,585,03/03/2022 11:26:45
8097,3005,1306,11021,-214,-48,834,03/03/2022 11:26:45
8098,2517,1316,10609,-317,-101,1027,03/03/2022 11:26:45
8099,1186,1004,9571,-506,-123,1198,03/03/2022 11:26:45
8100,890,425,9446,-250,-62,1238,03/03/2022 11:26:45
8101,-468,397,9719,-198,34,1303,03/03/2022 11:26:45
8102,-33,559,9121,-400,13,1196,03/03/2022 11:26:45
8103,-789,86,8685,-299,-119,1357,03/03/2022 11:26:45
8104,-1320,-52,8695,-150,2,1351,03/03/2022 11:26:45
8105,-2196,-354,8350,-213,-9,1352,03/03/2022 11:26:45
8106,-2182,-277,8355,19,203,1284,03/03/2022 11:26:45
8107,-2928,-727,8465,-47,27,1316,03/03/2022 11:26:46
8108,-3866,-325,8484,88,235,1234,03/03/2022 11:26:46
8109,-5302,-579,8853,97,66,1157,03/03/2022 11:26:46
8110,-7010,-665,9561,269,23,973,03/03/2022 11:26:46
8111,-7810,-803,10250,263,33,490,03/03/2022 11:26:46
8112,-8054,191,9925,29,-58,61,03/03/2022 11:26:46
8113,-7451,47,10107,73,-226,-294,03/03/2022 11:26:46
8114,-5594,90,9466,-192,-334,-688,03/03/2022 11:26:46
8115,-4670,-157,9016,-127,-317,-870,03/03/2022 11:26:46
8116,-4311,19,8925,13,-197,-1094,03/03/2022 11:26:46
8117,-2914,344,9040,53,-85,-1453,03/03/2022 11:26:46
8118,-2258,205,9049,-27,-56,-1558,03/03/2022 11:26:46
8119,-1028,-28,9332,139,-60,-1626,03/03/2022 11:26:46
8120,-1316,751,8839,21,-15,-1502,03/03/2022 11:26:46
8121,-1162,-253,8863,463,-50,-1404,03/03/2022 11:26:46
8122,-200,1182,9279,250,142,-1532,03/03/2022 11:26:46
8123,57,1105,9930,143,-124,-1325,03/03/2022 11:26:46
8124,430,1469,10040,323,-116,-1275,03/03/2022 11:26:46
8125,1445,1584,10112,160,0,-1437,03/03/2022 11:26:46
8126,2579,2560,10427,184,42,-1244,03/03/2022 11:26:46
8127,2885,1253,10303,31,-193,-873,03/03/2022 11:26:47
8128,6752,2445,11590,94,243,-822,03/03/2022 11:26:47
8129,5881,1746,11485,-230,-175,41,03/03/2022 11:26:47
8130,4924,1210,10542,-43,-19,404,03/03/2022 11:26:47
8131,3388,1134,10188,-230,-15,714,03/03/2022 11:26:47
8132,2569,1057,10289,121,-42,931,03/03/2022 11:26:47
8133,1703,1311,9992,-132,-132,984,03/03/2022 11:26:47
8134,1861,1249,10198,-44,-35,1143,03/03/2022 11:26:47
8135,397,1172,10332,-117,29,1293,03/03/2022 11:26:47
8136,-28,1134,9949,-126,-11,1377,03/03/2022 11:26:47
8137,-559,1593,10040,-213,268,1399,03/03/2022 11:26:47
8138,-1445,1277,9274,-386,-13,1599,03/03/2022 11:26:47
8139,-1646,205,8733,-203,132,1505,03/03/2022 11:26:47
